date,action,spread,z_score,cost,trade_pnl,total_pnl
2023-02-07,SHORT_ENTRY,4.8882904052734375,2.4124321961106743,50.0,,
2023-02-16,MEAN_REVERSION_EXIT,-3.2093963623046875,-0.2784073859536515,50.0,404884.33837890625,404784.33837890625
2023-03-17,SHORT_ENTRY,2.0641860961914062,1.880176262557578,50.0,,
2023-03-29,MEAN_REVERSION_EXIT,0.535552978515625,-0.2843778382144949,50.0,76431.65588378906,481115.9942626953
2023-04-21,LONG_ENTRY,-2.1783981323242188,-1.733384954280358,50.0,,
2023-04-28,MEAN_REVERSION_EXIT,1.250091552734375,-0.14273687810265037,50.0,171424.4842529297,652440.478515625
2023-05-12,SHORT_ENTRY,6.5494537353515625,2.5134505576591604,50.0,,
2023-05-24,MEAN_REVERSION_EXIT,3.4292449951171875,0.12790268812486588,50.0,156010.43701171875,808350.9155273438
2023-06-08,LONG_ENTRY,-2.8381423950195312,-1.9351057051418203,50.0,,
2023-06-27,STOP_LOSS_EXIT,-11.555419921875,-2.294611291067633,50.0,-435863.87634277344,372387.0391845703
2023-06-28,LONG_ENTRY,-9.576461791992188,-1.5586833266326943,50.0,,
2023-07-17,MEAN_REVERSION_EXIT,-9.653106689453125,-0.14478753218494114,50.0,-3832.244873046875,368454.79431152344
2023-07-19,LONG_ENTRY,-14.0574951171875,-1.9807646430661787,50.0,,
2023-07-21,MEAN_REVERSION_EXIT,-10.695518493652344,-0.056285275550948484,50.0,168098.8311767578,536453.6254882812
2023-07-24,SHORT_ENTRY,-7.994514465332031,1.8607544519486792,50.0,,
2023-07-26,STOP_LOSS_EXIT,0.3493499755859375,3.5878313874937926,50.0,-417193.22204589844,119160.40344238281
2023-07-27,SHORT_ENTRY,0.3785552978515625,2.666796515652386,50.0,,
2023-08-16,MEAN_REVERSION_EXIT,-7.13726806640625,-0.1486316374017561,50.0,375791.1682128906,494851.57165527344
2023-08-30,SHORT_ENTRY,-7.62939453125e-05,1.7631501079406324,50.0,,
2023-09-15,MEAN_REVERSION_EXIT,-3.8091278076171875,0.17037385722578133,50.0,190452.57568359375,685204.1473388672
2023-09-26,SHORT_ENTRY,1.8235244750976562,1.5910938037621423,50.0,,
2023-11-16,MEAN_REVERSION_EXIT,-6.716339111328125,-0.08143545272771802,50.0,426993.17932128906,1112097.3266601562
2023-11-30,LONG_ENTRY,-14.350082397460938,-2.0190937845436605,50.0,,
2023-12-01,STOP_LOSS_EXIT,-15.956100463867188,-2.3486059795244807,50.0,-80300.9033203125,1031696.4233398438
2023-12-04,LONG_ENTRY,-16.340652465820312,-2.08814397244336,50.0,,
2023-12-20,MEAN_REVERSION_EXIT,-14.604736328125,-0.04218782509524299,50.0,86795.80688476562,1118392.2302246094
2024-01-03,SHORT_ENTRY,-10.378173828125,1.758548188909339,50.0,,
2024-01-11,MEAN_REVERSION_EXIT,-13.947006225585938,-0.07692708825755167,50.0,178441.61987304688,1296733.8500976562
2024-01-25,SHORT_ENTRY,-6.785400390625,2.312367104385214,50.0,,
2024-03-11,MEAN_REVERSION_EXIT,-35.11073303222656,-0.07423100861616466,50.0,1416266.6320800781,2712900.4821777344
2024-03-18,SHORT_ENTRY,-27.680419921875,1.6232719598042804,50.0,,
2024-04-08,MEAN_REVERSION_EXIT,-31.263153076171875,0.0023210450597129944,50.0,179136.65771484375,2891937.139892578
2024-04-17,SHORT_ENTRY,-26.736831665039062,1.7561163251902983,50.0,,
2024-04-18,STOP_LOSS_EXIT,-24.140060424804688,2.517687260370832,50.0,-129838.56201171875,2761998.5778808594
2024-04-19,SHORT_ENTRY,-21.458633422851562,2.7745261992062287,50.0,,
2024-04-24,STOP_LOSS_EXIT,-18.408660888671875,2.3001306056412307,50.0,-152498.62670898438,2609399.951171875
2024-04-25,SHORT_ENTRY,-18.600006103515625,1.904321237772829,50.0,,
2024-04-26,STOP_LOSS_EXIT,-8.695083618164062,2.8943707040421702,50.0,-495246.1242675781,2114053.826904297
2024-04-29,SHORT_ENTRY,-15.800537109375,1.509593782043054,50.0,,
2024-05-06,MEAN_REVERSION_EXIT,-21.602127075195312,0.12560667421403182,50.0,290079.4982910156,2404033.3251953125
2024-05-16,SHORT_ENTRY,-10.4884033203125,1.9766410021094878,50.0,,
2024-06-06,MEAN_REVERSION_EXIT,-9.3236083984375,0.1811650143600825,50.0,-58239.74609375,2345693.5791015625
2024-06-25,SHORT_ENTRY,-3.1971588134765625,2.181114304781492,50.0,,
2024-07-05,MEAN_REVERSION_EXIT,-10.318817138671875,0.04629223206016125,50.0,356082.9162597656,2701676.495361328
2024-07-22,SHORT_ENTRY,-1.75579833984375,2.217208870193891,50.0,,
2024-07-24,MEAN_REVERSION_EXIT,-9.032196044921875,0.2421353415049203,50.0,363819.88525390625,3065396.3806152344
2024-07-26,LONG_ENTRY,-16.305084228515625,-1.7084206445348682,50.0,,
2024-08-13,MEAN_REVERSION_EXIT,-6.861358642578125,0.2206467253106036,50.0,472186.279296875,3537482.6599121094
2024-08-15,LONG_ENTRY,-17.067581176757812,-1.6233863416437642,50.0,,
2024-08-26,MEAN_REVERSION_EXIT,-10.141006469726562,-0.08085598983077083,50.0,346328.7353515625,3883711.395263672
