date,realized_pnl,unrealized_pnl,total_pnl,position,spread,z_score
2023-02-01,-50.0,0.0,-50.0,1,-103.90263366699219,-1.8841652135583156
2023-02-02,-314093.0725097656,0.0,-314093.0725097656,0,-110.1824951171875,-2.800320270632761
2023-02-03,-314093.0725097656,0.0,-314093.0725097656,0,-100.43824768066406,-0.4094539917003743
2023-02-06,-314093.0725097656,0.0,-314093.0725097656,0,-101.62371826171875,-0.623944921415491
2023-02-07,-314143.0725097656,0.0,-314143.0725097656,1,-109.30207824707031,-2.197721588721674
2023-02-08,-314143.0725097656,-93996.42944335938,-408139.501953125,1,-111.1820068359375,-2.1871468465679245
2023-02-09,-314143.0725097656,6387.3291015625,-307755.7434082031,1,-109.17433166503906,-1.5489142070578634
2023-02-10,-314143.0725097656,50097.65625,-264045.4162597656,1,-108.30012512207031,-1.2545495409731895
2023-02-13,-314143.0725097656,-211817.16918945312,-525960.2416992188,1,-113.53842163085938,-1.900881317567226
2023-02-14,-314143.0725097656,-285497.2839355469,-599640.3564453125,1,-115.01202392578125,-1.8347763977881626
2023-02-15,-314143.0725097656,-73887.63427734375,-388030.7067871094,1,-110.77983093261719,-1.0751409533544236
2023-02-16,-116413.9892578125,0.0,-116413.9892578125,0,-105.34649658203125,-0.1823982010521958
2023-02-17,-116413.9892578125,0.0,-116413.9892578125,0,-102.48013305664062,0.3099979655536262
2023-02-21,-116413.9892578125,0.0,-116413.9892578125,0,-101.21249389648438,0.5525057711238002
2023-02-22,-116413.9892578125,0.0,-116413.9892578125,0,-99.64990234375,0.8697161991733604
2023-02-23,-116413.9892578125,0.0,-116413.9892578125,0,-102.36380004882812,0.4930057871403152
2023-02-24,-116413.9892578125,0.0,-116413.9892578125,0,-99.57626342773438,0.9866783975625678
2023-02-27,-116413.9892578125,0.0,-116413.9892578125,0,-99.30337524414062,1.0441476277318795
2023-02-28,-116413.9892578125,0.0,-116413.9892578125,0,-99.0811767578125,1.147944570003166
2023-03-01,-116413.9892578125,0.0,-116413.9892578125,0,-98.06520080566406,1.2899302050007484
2023-03-02,-116413.9892578125,0.0,-116413.9892578125,0,-102.22032165527344,0.5013905669376919
2023-03-03,-116413.9892578125,0.0,-116413.9892578125,0,-101.26409912109375,0.6051787390247935
2023-03-06,-116413.9892578125,0.0,-116413.9892578125,0,-100.0487060546875,0.8266189365692355
2023-03-07,-116413.9892578125,0.0,-116413.9892578125,0,-99.58291625976562,0.8819994250463814
2023-03-08,-116413.9892578125,0.0,-116413.9892578125,0,-97.88725280761719,1.0782865985253312
2023-03-09,-116413.9892578125,0.0,-116413.9892578125,0,-98.78533935546875,0.828846311487277
2023-03-10,-116413.9892578125,0.0,-116413.9892578125,0,-97.19050598144531,1.0233361737794537
2023-03-13,-116413.9892578125,0.0,-116413.9892578125,0,-100.4732666015625,0.33640100926029176
2023-03-14,-116413.9892578125,0.0,-116413.9892578125,0,-105.11860656738281,-0.7554059177645457
2023-03-15,-116463.9892578125,0.0,-116463.9892578125,1,-109.28480529785156,-2.139835940139454
2023-03-16,-503029.79736328125,0.0,-503029.79736328125,0,-117.01512145996094,-3.2951256743509316
2023-03-17,-503079.79736328125,0.0,-503079.79736328125,1,-121.02290344238281,-2.935313959115428
2023-03-20,-503079.79736328125,471644.59228515625,-31435.205078125,1,-111.59001159667969,-1.2964712506079759
2023-03-21,-503079.79736328125,488454.4372558594,-14625.360107421875,1,-111.25381469726562,-1.1297054748587292
2023-03-22,-503079.79736328125,489935.302734375,-13144.49462890625,1,-111.22419738769531,-1.0194249577265833
2023-03-23,-503079.79736328125,280871.58203125,-222208.21533203125,1,-115.40547180175781,-1.438134414018146
2023-03-24,-503079.79736328125,203330.23071289062,-299749.5666503906,1,-116.956298828125,-1.4575050425330123
2023-03-27,-503079.79736328125,311559.2956542969,-191520.50170898438,1,-114.79171752929688,-1.0644134483402707
2023-03-28,-503079.79736328125,336851.50146484375,-166228.2958984375,1,-114.28587341308594,-0.9048546118597899
2023-03-29,-503079.79736328125,231951.904296875,-271127.89306640625,1,-116.38386535644531,-1.061997622042692
2023-03-30,-503079.79736328125,136840.05737304688,-366239.7399902344,1,-118.28610229492188,-1.1743560539542135
2023-03-31,-503079.79736328125,53815.460205078125,-449264.3371582031,1,-119.94659423828125,-1.2416173349834183
2023-04-03,-503079.79736328125,169007.87353515625,-334071.923828125,1,-117.64274597167969,-0.8683983570348109
2023-04-04,-503079.79736328125,144799.04174804688,-358280.7556152344,1,-118.12692260742188,-0.843349505267271
2023-04-05,-503079.79736328125,191747.28393554688,-311332.5134277344,1,-117.18795776367188,-0.6491616224247623
2023-04-06,-503079.79736328125,-119885.25390625,-622965.0512695312,1,-123.42060852050781,-1.4375643154882056
2023-04-10,-503079.79736328125,-141364.28833007812,-644444.0856933594,1,-123.85018920898438,-1.5043336851695532
2023-04-11,-503079.79736328125,119646.45385742188,-383433.3435058594,1,-118.62997436523438,-0.5486302862132023
2023-04-12,-503079.79736328125,52707.672119140625,-450372.1252441406,1,-119.96875,-0.7973308358957277
2023-04-13,-503079.79736328125,10876.46484375,-492203.33251953125,1,-120.80537414550781,-0.941412705221589
2023-04-14,-328064.9475097656,0.0,-328064.9475097656,0,-117.5216064453125,-0.029377074469124718
2023-04-17,-328064.9475097656,0.0,-328064.9475097656,0,-120.11112976074219,-0.7647647643160018
2023-04-18,-328064.9475097656,0.0,-328064.9475097656,0,-118.46470642089844,-0.22625140103304522
2023-04-19,-328064.9475097656,0.0,-328064.9475097656,0,-117.39750671386719,0.2106560537775206
2023-04-20,-328064.9475097656,0.0,-328064.9475097656,0,-116.07005310058594,0.8633255943672014
2023-04-21,-328064.9475097656,0.0,-328064.9475097656,0,-117.33648681640625,0.41559772366596126
2023-04-24,-328114.9475097656,-0.0,-328114.9475097656,-1,-113.11643981933594,1.8617188573802745
2023-04-25,-562576.5686035156,0.0,-562576.5686035156,0,-108.42820739746094,2.760588783076607
2023-04-26,-562626.5686035156,0.0,-562626.5686035156,1,-128.00759887695312,-2.3745307737534405
2023-04-27,-797037.0727539062,0.0,-797037.0727539062,0,-132.69480895996094,-2.641370928753489
2023-04-28,-797087.0727539062,0.0,-797087.0727539062,1,-133.82421875,-2.287452019261688
2023-05-01,-797087.0727539062,78936.00463867188,-718151.0681152344,1,-132.24549865722656,-1.7504917578391674
2023-05-02,-797087.0727539062,34443.66455078125,-762643.408203125,1,-133.13534545898438,-1.6409670203428277
2023-05-03,-797087.0727539062,30154.4189453125,-766932.6538085938,1,-133.22113037109375,-1.4614255324723373
2023-05-04,-797087.0727539062,-101351.16577148438,-898438.2385253906,1,-135.8512420654297,-1.5862257319079882
2023-05-05,-797087.0727539062,25822.44873046875,-771264.6240234375,1,-133.30776977539062,-1.1594619077142747
2023-05-08,-797087.0727539062,120455.16967773438,-676631.9030761719,1,-131.4151153564453,-0.8668109293405778
2023-05-09,-797087.0727539062,115956.87866210938,-681130.1940917969,1,-131.5050811767578,-0.7963739213874974
2023-05-10,-797087.0727539062,-56090.545654296875,-853177.6184082031,1,-134.94602966308594,-1.0849266134814357
2023-05-11,-797087.0727539062,61194.610595703125,-735892.4621582031,1,-132.60032653808594,-0.7431826478021705
2023-05-12,-797087.0727539062,70624.54223632812,-726462.5305175781,1,-132.41172790527344,-0.6468177646626323
2023-05-15,-797087.0727539062,21870.42236328125,-775216.650390625,1,-133.38681030273438,-0.6852002716940797
2023-05-16,-797087.0727539062,-89958.19091796875,-887045.263671875,1,-135.62338256835938,-0.8536712396034937
2023-05-17,-797087.0727539062,-203810.11962890625,-1000897.1923828125,1,-137.90042114257812,-1.0181782548460874
2023-05-18,-797087.0727539062,-309288.02490234375,-1106375.09765625,1,-140.00997924804688,-1.1674158555447454
2023-05-19,-797087.0727539062,-295001.9836425781,-1092089.0563964844,1,-139.72425842285156,-1.0434664935920714
2023-05-22,-797087.0727539062,-482066.34521484375,-1279153.41796875,1,-143.46554565429688,-1.5091922362962873
2023-05-23,-797087.0727539062,-321620.9411621094,-1118708.0139160156,1,-140.2566375732422,-1.4589640231490124
2023-05-24,-797087.0727539062,-238468.93310546875,-1035556.005859375,1,-138.59359741210938,-0.9424700986492566
2023-05-25,-1572023.3947753906,0.0,-1572023.3947753906,0,-149.3219451904297,-2.848679360297413
2023-05-26,-1572073.3947753906,0.0,-1572073.3947753906,1,-153.76089477539062,-2.754314958656206
2023-05-30,-1572073.3947753906,175045.01342773438,-1397028.3813476562,1,-150.25999450683594,-1.8557732597022087
2023-05-31,-1572073.3947753906,311184.6923828125,-1260888.7023925781,1,-147.53720092773438,-1.2901147375316766
2023-06-01,-1572073.3947753906,245664.21508789062,-1326409.1796875,1,-148.8476104736328,-1.3241689877265057
2023-06-02,-1572073.3947753906,149577.33154296875,-1422496.0632324219,1,-150.76934814453125,-1.4168296436634045
2023-06-05,-1572073.3947753906,55290.22216796875,-1516783.1726074219,1,-152.65509033203125,-1.4811197331646013
2023-06-06,-1572073.3947753906,148082.73315429688,-1423990.6616210938,1,-150.7992401123047,-1.1264761264234708
2023-06-07,-986492.5964355469,0.0,-986492.5964355469,0,-142.04827880859375,0.09703636688900294
2023-06-08,-986492.5964355469,0.0,-986492.5964355469,0,-141.1768341064453,0.27000414424062874
2023-06-09,-986492.5964355469,0.0,-986492.5964355469,0,-142.29513549804688,0.1911974465658585
2023-06-12,-986492.5964355469,0.0,-986492.5964355469,0,-144.4707794189453,-0.05451172503839925
2023-06-13,-986492.5964355469,0.0,-986492.5964355469,0,-147.34423828125,-0.4595934387221012
2023-06-14,-986492.5964355469,0.0,-986492.5964355469,0,-149.7096405029297,-0.8183667803287531
2023-06-15,-986542.5964355469,0.0,-986542.5964355469,1,-158.2501983642578,-2.126586010992685
2023-06-16,-986542.5964355469,229717.25463867188,-756825.341796875,1,-153.65585327148438,-1.1683385243218425
2023-06-20,-986542.5964355469,444544.2199707031,-541998.3764648438,1,-149.35931396484375,-0.31319467733917933
2023-06-21,-986542.5964355469,613325.5004882812,-373217.0959472656,1,-145.9836883544922,0.3649357213298484
2023-06-22,-525240.0573730469,0.0,-525240.0573730469,0,-149.0231475830078,-0.15183294613466963
2023-06-23,-525240.0573730469,0.0,-525240.0573730469,0,-144.7290496826172,0.894241987967373
2023-06-26,-525290.0573730469,-0.0,-525290.0573730469,-1,-139.81210327148438,1.7509860251754337
2023-06-27,-525290.0573730469,155490.1123046875,-369799.9450683594,-1,-142.92190551757812,0.994099497847014
2023-06-28,-525290.0573730469,159561.1572265625,-365728.9001464844,-1,-143.00332641601562,0.887551746024529
2023-06-29,-525290.0573730469,103428.64990234375,-421861.4074707031,-1,-141.88067626953125,1.0325553500980154
2023-06-30,-525290.0573730469,156697.08251953125,-368592.9748535156,-1,-142.946044921875,0.7461485975956426
2023-07-03,-525290.0573730469,106020.35522460938,-419269.7021484375,-1,-141.93251037597656,0.860434259628737
2023-07-05,-525290.0573730469,169761.65771484375,-355528.3996582031,-1,-143.20733642578125,0.5296431135929234
2023-07-06,-225954.98657226562,0.0,-225954.98657226562,0,-145.7998046875,-0.0699672718298919
2023-07-07,-225954.98657226562,0.0,-225954.98657226562,0,-142.93588256835938,0.5651203459057321
2023-07-10,-225954.98657226562,0.0,-225954.98657226562,0,-139.684326171875,1.2361608826203065
2023-07-11,-225954.98657226562,0.0,-225954.98657226562,0,-140.83763122558594,0.9602003305793625
2023-07-12,-225954.98657226562,0.0,-225954.98657226562,0,-143.8162384033203,0.3222487350178359
2023-07-13,-225954.98657226562,0.0,-225954.98657226562,0,-148.42225646972656,-0.6353723121136284
2023-07-14,-225954.98657226562,0.0,-225954.98657226562,0,-150.81019592285156,-1.111462532839927
2023-07-17,-225954.98657226562,0.0,-225954.98657226562,0,-148.02833557128906,-0.8054963004696724
2023-07-18,-226004.98657226562,0.0,-226004.98657226562,1,-161.8126220703125,-3.259614011511592
2023-07-19,-226004.98657226562,284513.85498046875,58508.868408203125,1,-156.12234497070312,-1.8849216718243158
2023-07-20,-226004.98657226562,590650.9399414062,364645.9533691406,1,-149.99960327148438,-0.7318318259710856
2023-07-21,-226004.98657226562,684185.791015625,458180.8044433594,1,-148.12890625,-0.4086127112728301
2023-07-24,-226004.98657226562,658370.9716796875,432365.9851074219,1,-148.64520263671875,-0.46359058431129196
2023-07-25,-226004.98657226562,412857.0556640625,186852.06909179688,1,-153.55548095703125,-1.2060044900872733
2023-07-26,-226004.98657226562,1105692.2912597656,879687.3046875,1,-139.6987762451172,1.1791470366377717
2023-07-27,-226004.98657226562,1388931.2744140625,1162926.2878417969,1,-134.03399658203125,1.8804163776639686
2023-07-28,-226004.98657226562,1141968.5363769531,915963.5498046875,1,-138.97325134277344,1.066998924982991
2023-07-31,-226004.98657226562,1293051.9104003906,1067046.923828125,1,-135.9515838623047,1.4003676030310444
2023-08-01,-226004.98657226562,1230871.58203125,1004866.5954589844,1,-137.1951904296875,1.1507315745994955
2023-08-02,-226004.98657226562,1515561.6760253906,1289556.689453125,1,-131.5013885498047,1.7142669183903592
2023-08-03,-226004.98657226562,1487126.9226074219,1261121.9360351562,1,-132.07008361816406,1.458736023663575
2023-08-04,752086.7980957031,0.0,752086.7980957031,0,-142.24978637695312,0.22116787098025725
2023-08-07,752086.7980957031,0.0,752086.7980957031,0,-147.64566040039062,-0.38526616612225156
2023-08-08,752086.7980957031,0.0,752086.7980957031,0,-142.71485900878906,0.2261729189373014
2023-08-09,752086.7980957031,0.0,752086.7980957031,0,-140.5518341064453,0.46739754791195387
2023-08-10,752086.7980957031,0.0,752086.7980957031,0,-141.45751953125,0.31652787079021116
2023-08-11,752086.7980957031,0.0,752086.7980957031,0,-139.51065063476562,0.490805674272354
2023-08-14,752086.7980957031,0.0,752086.7980957031,0,-140.8354949951172,0.2850080872969137
2023-08-15,752086.7980957031,0.0,752086.7980957031,0,-140.68301391601562,0.20599663767963763
2023-08-16,752086.7980957031,0.0,752086.7980957031,0,-140.7859649658203,0.08869817349657984
2023-08-17,752086.7980957031,0.0,752086.7980957031,0,-139.86328125,0.16955024335490593
2023-08-18,752086.7980957031,0.0,752086.7980957031,0,-138.98403930664062,0.25809023737606834
2023-08-21,752086.7980957031,0.0,752086.7980957031,0,-142.9669647216797,-0.5873370987279367
2023-08-22,752086.7980957031,0.0,752086.7980957031,0,-142.1618194580078,-0.6945379997584116
2023-08-23,752086.7980957031,0.0,752086.7980957031,0,-142.7821502685547,-0.8012222953128957
2023-08-24,752086.7980957031,0.0,752086.7980957031,0,-140.55050659179688,-0.1569628735986009
2023-08-25,752086.7980957031,0.0,752086.7980957031,0,-141.30747985839844,-0.3302781521603051
2023-08-28,752086.7980957031,0.0,752086.7980957031,0,-140.45211791992188,-0.03893740793161127
2023-08-29,752086.7980957031,0.0,752086.7980957031,0,-141.20033264160156,-0.19686823810491005
2023-08-30,752086.7980957031,0.0,752086.7980957031,0,-138.07891845703125,0.9718949381066615
2023-08-31,752036.7980957031,-0.0,752036.7980957031,-1,-136.8463592529297,1.9297633885253425
2023-09-01,752036.7980957031,-34400.177001953125,717636.62109375,-1,-136.15835571289062,1.897804813406149
2023-09-05,946576.0314941406,0.0,946576.0314941406,0,-140.73814392089844,-0.16845584287085114
2023-09-06,946526.0314941406,0.0,946526.0314941406,1,-146.8022003173828,-2.7221059354345507
2023-09-07,827867.9382324219,0.0,827867.9382324219,0,-149.1743621826172,-2.7372538667416113
2023-09-08,827817.9382324219,0.0,827817.9382324219,1,-152.85569763183594,-2.828027944209553
2023-09-11,705419.1528320312,0.0,705419.1528320312,0,-155.30267333984375,-2.5922950014086648
2023-09-12,705369.1528320312,0.0,705369.1528320312,1,-152.25457763671875,-1.7107835617083562
2023-09-13,390518.8903808594,0.0,390518.8903808594,0,-158.5505828857422,-2.292576270355698
2023-09-14,390468.8903808594,0.0,390468.8903808594,1,-159.63626098632812,-2.0430975366627813
2023-09-15,390468.8903808594,381558.9904785156,772027.880859375,1,-152.0050811767578,-0.8973843624595315
2023-09-18,975679.6630859375,0.0,975679.6630859375,0,-147.93104553222656,-0.28489974103903215
2023-09-19,975679.6630859375,0.0,975679.6630859375,0,-146.43775939941406,-0.05272691033857327
2023-09-20,975679.6630859375,0.0,975679.6630859375,0,-142.219970703125,0.5385824982215194
2023-09-21,975679.6630859375,0.0,975679.6630859375,0,-142.54327392578125,0.4912027972325374
2023-09-22,975679.6630859375,0.0,975679.6630859375,0,-139.20904541015625,0.9405948179057474
2023-09-25,975679.6630859375,0.0,975679.6630859375,0,-138.45370483398438,1.00818424861293
2023-09-26,975679.6630859375,0.0,975679.6630859375,0,-137.2138671875,1.130673524274839
